case_id,category,method,should_reject,rejected,schema_valid,semantic_consistent,compile_success,backtest_success,risk_violation,repair_triggered,repair_success,safe_rejection_correct,end_to_end_success,errors
qsi_031,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-b46abff3-ebe5-93a1-a82d-b711de3709a2', 'request_id': 'b46abff3-ebe5-93a1-a82d-b711de3709a2'}"
qsi_031,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-65047e0d-654f-9488-a94f-3898b4b05553', 'request_id': '65047e0d-654f-9488-a94f-3898b4b05553'}"
qsi_032,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-23930be6-93c5-9eed-b5e7-bae03060a0a2', 'request_id': '23930be6-93c5-9eed-b5e7-bae03060a0a2'}"
qsi_032,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-991223d0-17a3-98b7-ba21-56f2f3530044', 'request_id': '991223d0-17a3-98b7-ba21-56f2f3530044'}"
qsi_033,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-0ffe779a-dfac-946f-8329-10a66dad75a7', 'request_id': '0ffe779a-dfac-946f-8329-10a66dad75a7'}"
qsi_033,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-aa80661f-4bd8-9ebe-90c8-beab7c41f144', 'request_id': 'aa80661f-4bd8-9ebe-90c8-beab7c41f144'}"
qsi_034,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-cdfee455-dc72-98e4-a8ed-200ec567126c', 'request_id': 'cdfee455-dc72-98e4-a8ed-200ec567126c'}"
qsi_034,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-6f4ca2c9-e553-955c-85aa-eda2a651e0f0', 'request_id': '6f4ca2c9-e553-955c-85aa-eda2a651e0f0'}"
qsi_035,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-3bea6926-7a77-981b-906b-ae5bbe02d480', 'request_id': '3bea6926-7a77-981b-906b-ae5bbe02d480'}"
qsi_035,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-9736f5f6-f3fb-98c5-9c8b-501de3d45e47', 'request_id': '9736f5f6-f3fb-98c5-9c8b-501de3d45e47'}"
