case_id,category,method,should_reject,rejected,schema_valid,semantic_consistent,compile_success,backtest_success,risk_violation,repair_triggered,repair_success,safe_rejection_correct,end_to_end_success,errors
qsi_041,risk_constrained,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-9e94f4f8-55c5-9758-b2c2-1172ca5a25e4', 'request_id': '9e94f4f8-55c5-9758-b2c2-1172ca5a25e4'}"
qsi_041,risk_constrained,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-275325df-b886-9397-9cf3-cf7d6724ef2d', 'request_id': '275325df-b886-9397-9cf3-cf7d6724ef2d'}"
qsi_042,risk_constrained,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-5a435b4e-87c4-9d6b-9eed-2c059038dd3c', 'request_id': '5a435b4e-87c4-9d6b-9eed-2c059038dd3c'}"
qsi_042,risk_constrained,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-c96151a2-b8af-99b5-877e-ad74ba1336aa', 'request_id': 'c96151a2-b8af-99b5-877e-ad74ba1336aa'}"
qsi_043,risk_constrained,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-610b0a76-f45b-9187-b6d6-d5cc25ca55d8', 'request_id': '610b0a76-f45b-9187-b6d6-d5cc25ca55d8'}"
qsi_043,risk_constrained,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-f2298249-f651-97fb-bdfa-19ffff780a57', 'request_id': 'f2298249-f651-97fb-bdfa-19ffff780a57'}"
qsi_044,risk_constrained,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-8f402383-a820-92b9-a133-ac66a7b8f788', 'request_id': '8f402383-a820-92b9-a133-ac66a7b8f788'}"
qsi_044,risk_constrained,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-a418a7c2-6df2-9828-9c85-fb746a989a39', 'request_id': 'a418a7c2-6df2-9828-9c85-fb746a989a39'}"
qsi_045,risk_constrained,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-64b69fa7-43d6-9e38-8387-7701d31634e7', 'request_id': '64b69fa7-43d6-9e38-8387-7701d31634e7'}"
qsi_045,risk_constrained,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-c40b07fa-cbcd-94b1-8161-51c13ec48f67', 'request_id': 'c40b07fa-cbcd-94b1-8161-51c13ec48f67'}"
