case_id,category,method,should_reject,rejected,schema_valid,semantic_consistent,compile_success,backtest_success,risk_violation,repair_triggered,repair_success,safe_rejection_correct,end_to_end_success,errors
qsi_041,risk_constrained,live_direct_code::qwen3.6-flash,False,False,False,True,True,True,False,False,False,True,True,
qsi_042,risk_constrained,live_direct_code::qwen3.6-flash,False,False,False,False,True,True,True,False,False,True,False,
qsi_043,risk_constrained,live_direct_code::qwen3.6-flash,False,False,False,True,True,True,False,False,False,True,True,
qsi_044,risk_constrained,live_direct_code::qwen3.6-flash,False,False,False,False,True,True,True,False,False,True,False,
qsi_045,risk_constrained,live_direct_code::qwen3.6-flash,False,False,False,True,True,True,False,False,False,True,True,
qsi_046,risk_constrained,live_direct_code::qwen3.6-flash,False,False,False,False,True,True,True,False,False,True,False,
qsi_047,risk_constrained,live_direct_code::qwen3.6-flash,False,False,False,False,True,True,False,False,False,True,False,
qsi_048,risk_constrained,live_direct_code::qwen3.6-flash,False,False,False,True,True,True,False,False,False,True,True,
qsi_049,risk_constrained,live_direct_code::qwen3.6-flash,False,False,False,False,True,True,False,False,False,True,False,
qsi_050,risk_constrained,live_direct_code::qwen3.6-flash,False,False,False,True,True,True,False,False,False,True,True,
